"","CAD CDW ID","CAD Event Number","General Offense Number","Event Clearance Code","Event Clearance Description","Event Clearance SubGroup","Event Clearance Group","Event Clearance Date","Hundred Block Location","District/Sector","Zone/Beat","Census Tract","Longitude","Latitude","Incident Location","Initial Type Description","Initial Type Subgroup","Initial Type Group","At Scene Time","dist_mgh"
"978","1483965",7.41110425990411e-314,9.95661848655521e-315,"161","TRESPASS","TRESPASS","TRESPASS","07/15/2015 09:04:00 AM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4000",-122.313226593,47.657574536,"(47.657574536, -122.313226593)","TRESPASS","TRESPASS","TRESPASS","07/15/2015 08:08:00 AM",0.00582128419551373
"979","1485096",7.41110015421859e-314,9.95657742970004e-315,"430","MOTOR VEHICLE COLLISION","TRAFFIC RELATED CALLS","MOTOR VEHICLE COLLISION INVESTIGATION","07/08/2015 09:24:00 PM","NE 42 ST / 15 AV NE","U","U2","5301.4000",-122.312074761,47.658300822,"(47.658300822, -122.312074761)","MOTOR VEHICLE COLLISION, REPORT ONLY - NON INJURY/NON BLOCKING","MOTOR VEHICLE COLLISION INVESTIGATION","TRAFFIC RELATED CALLS","",0.00523027699045603
"980","1485113",7.41109999364726e-314,9.9565758239867e-315,"430","MOTOR VEHICLE COLLISION","TRAFFIC RELATED CALLS","MOTOR VEHICLE COLLISION INVESTIGATION","07/08/2015 04:20:00 PM","39XX BLOCK OF MONTLAKE BV NE","U","U3","5302.3006",-122.302931725,47.653002027,"(47.653002027, -122.302931725)","MOTOR VEHICLE COLLISION, BLOCKING","MOTOR VEHICLE COLLISION INVESTIGATION","TRAFFIC RELATED CALLS","07/08/2015 04:16:00 PM",0.00544986159295662
"981","1485194",7.41109931035447e-314,9.95656899105881e-315,"430","MOTOR VEHICLE COLLISION","TRAFFIC RELATED CALLS","MOTOR VEHICLE COLLISION INVESTIGATION","07/07/2015 06:53:00 PM","NE 41 ST / UNIVERSITY WY NE","U","U2","5301.4000",-122.313246462,47.656832346,"(47.656832346, -122.313246462)","TRU- MOTOR VEHICLE COLLISION, HIT AND RUN AFTER THE FACT","MOTOR VEHICLE COLLISION INVESTIGATION","TRAFFIC RELATED CALLS","07/07/2015 04:08:00 PM",0.00555712318534985
"982","1490024",7.41110757310833e-314,9.95665161859742e-315,"052","BURGLARY - COMMERCIAL","COMMERCIAL BURGLARIES","BURGLARY","07/20/2015 04:18:00 PM","14XX BLOCK OF NE 42 ST","U","U2","5301.4000",-122.312639209,47.658308153,"(47.658308153, -122.312639209)","BURG - COMM BURGLARY (INCLUDES SCHOOLS)","BURGLARY","COMMERCIAL BURGLARIES","07/20/2015 12:56:00 PM",0.00568655864500695
"983","1490633",7.41110793921097e-314,9.95665527962386e-315,"065","THEFT - MISCELLANEOUS","THEFT","OTHER PROPERTY","07/21/2015 03:55:00 AM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4001",-122.313226593,47.657574536,"(47.657574536, -122.313226593)","THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS)","OTHER PROPERTY","THEFT","",0.00582128419551373
"984","1490619",7.41110779395567e-314,9.95665382707086e-315,"430","MOTOR VEHICLE COLLISION","TRAFFIC RELATED CALLS","MOTOR VEHICLE COLLISION INVESTIGATION","07/21/2015 03:26:00 AM","15 AV NE / NE 41 ST","U","U2","5301.4000",-122.312113721,47.656816898,"(47.656816898, -122.312113721)","MOTOR VEHICLE COLLISION, REPORT ONLY - NON INJURY/NON BLOCKING","MOTOR VEHICLE COLLISION INVESTIGATION","TRAFFIC RELATED CALLS","07/20/2015 08:14:00 PM",0.00449380732857005
"985","1522751",7.41112741676093e-314,9.95685005512342e-315,"440","MOTORIST ASSIST","TRAFFIC RELATED CALLS","TRAFFIC RELATED CALLS","08/19/2015 11:47:00 AM","17XX BLOCK OF NE PACIFIC ST","U","U2","5302.2019",-122.309118318,47.651301388,"(47.651301388, -122.309118318)","TRAFFIC - BLOCKING ROADWAY","TRAFFIC RELATED CALLS","TRAFFIC RELATED CALLS","",0.00390411957496965
"986","1517949",7.41112428043221e-314,9.95681869183622e-315,"350","HAZARDS","HAZARDS","HAZARDS","08/14/2015 10:28:00 PM","NE PACIFIC ST / 15 AV NE","U","U2","5302.2015",-122.312467032,47.652973521,"(47.652973521, -122.312467032)","WATER FLOODS (BROKEN MAINS/HYDRANTS, NO HAZ)","PUBLIC WATER","PUBLIC WATER","08/14/2015 02:39:00 PM",0.00493282477516561
"987","1493460",7.41110971883543e-314,9.95667307586842e-315,"430","MOTOR VEHICLE COLLISION","TRAFFIC RELATED CALLS","MOTOR VEHICLE COLLISION INVESTIGATION","07/23/2015 05:41:00 PM","40XX BLOCK OF UNIVERSITY WY NE","U","U2","5302.1010",-122.313276531,47.655670687,"(47.655670687, -122.313276531)","TRU- MOTOR VEHICLE COLLISION, HIT AND RUN AFTER THE FACT","MOTOR VEHICLE COLLISION INVESTIGATION","TRAFFIC RELATED CALLS","07/23/2015 04:49:00 PM",0.00532723483994802
"988","1518095",7.41112427005683e-314,9.95681858808244e-315,"030","ARMED ROBBERY","GUN CALLS","ROBBERY","08/15/2015 01:16:00 AM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4000",-122.313226593,47.657574536,"(47.657574536, -122.313226593)","ROBBERY - IP/JO (INCLUDES STRONG ARM)","ROBBERY","ROBBERY","08/14/2015 02:02:00 PM",0.00582128419551373
"989","1495991",7.41111118966886e-314,9.9566877842027e-315,"245","DISTURBANCE, OTHER","DISTURBANCES","DISTURBANCES","07/25/2015 11:00:00 PM","19XX BLOCK OF NE PACIFIC ST","U","U2","5302.2019",-122.309118318,47.651301388,"(47.651301388, -122.309118318)","DISTURBANCE, MISCELLANEOUS/OTHER","DISTURBANCES","DISTURBANCES","",0.00390411957496965
"990","1950507",8.39915574466876e-314,9.96928061337506e-316,"450","DRIVING WHILE UNDER INFLUENCE (DUI)","TRAFFIC RELATED CALLS","TRAFFIC RELATED CALLS","03/06/2017 02:00:02 PM","15 AV NE / NE PACIFIC ST","U","U2","5302.2022",-122.31247,47.652973,"(47.652973, -122.31247)","DUI - DRIVING UNDER INFLUENCE","TRAFFIC RELATED CALLS","TRAFFIC RELATED CALLS","03/06/2017 01:54:59 PM",0.00493573844526285
"991","1523207",7.411127575356e-314,9.95685164107414e-315,"052","BURGLARY - COMMERCIAL","COMMERCIAL BURGLARIES","BURGLARY","08/19/2015 07:17:00 PM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4000",-122.313226593,47.657574536,"(47.657574536, -122.313226593)","BURG - RES (INCL UNOCC STRUCTURES ON PROP)","BURGLARY","RESIDENTIAL BURGLARIES","08/19/2015 04:25:00 PM",0.00582128419551373
"992","1518996",7.41112499979179e-314,9.95682588543202e-315,"245","DISTURBANCE, OTHER","DISTURBANCES","DISTURBANCES","08/15/2015 09:53:00 PM","19XX BLOCK OF NE PACIFIC ST","U","U2","5302.2019",-122.309118318,47.651301388,"(47.651301388, -122.309118318)","TRAFFIC - ROAD RAGE","TRAFFIC RELATED CALLS","ROAD RAGE","08/15/2015 08:00:00 PM",0.00390411957496965
"993","1500342",7.41111385021236e-314,9.95671438963773e-315,"141","LEWD CONDUCT","LIQUOR VIOLATIONS","LEWD CONDUCT","07/30/2015 12:22:00 AM","NE CAMPUS PY / 15 AV NE","U","U2","5302.1009",-122.312128789,47.656205238,"(47.656205238, -122.312128789)","DISTURBANCE, MISCELLANEOUS/OTHER","DISTURBANCES","DISTURBANCES","",0.00430312220012201
"994","1500044",7.41111339270757e-314,9.95670981458985e-315,"430","MOTOR VEHICLE COLLISION","TRAFFIC RELATED CALLS","MOTOR VEHICLE COLLISION INVESTIGATION","07/29/2015 07:15:00 PM","MONTLAKE BV NE / NE WAHKIAKUM LN","U","U2","5302.3042",-122.302330038,47.654991219,"(47.654991219, -122.302330038)","MOTOR VEHICLE COLLISION, REPORT ONLY - NON INJURY/NON BLOCKING","MOTOR VEHICLE COLLISION INVESTIGATION","TRAFFIC RELATED CALLS","07/29/2015 12:13:00 PM",0.00565715542754855
"995","1501004",7.41111421730313e-314,9.95671806054548e-315,"430","MOTOR VEHICLE COLLISION","TRAFFIC RELATED CALLS","MOTOR VEHICLE COLLISION INVESTIGATION","07/30/2015 04:31:00 PM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4000",-122.313226593,47.657574536,"(47.657574536, -122.313226593)","TRU- MOTOR VEHICLE COLLISION, HIT AND RUN AFTER THE FACT","MOTOR VEHICLE COLLISION INVESTIGATION","TRAFFIC RELATED CALLS","07/30/2015 03:07:00 PM",0.00582128419551373
"996","1851758",7.90523146978329e-314,9.96217478339294e-315,"281","SUSPICIOUS VEHICLE","SUSPICIOUS CIRCUMSTANCES","SUSPICIOUS CIRCUMSTANCES","10/09/2016 08:46:23 PM","NE PACIFIC PL / NE PACIFIC ST","U","U2","5302.2019",-122.30762,47.65054,"(47.65054, -122.30762)","DUI - DRIVING UNDER INFLUENCE","TRAFFIC RELATED CALLS","TRAFFIC RELATED CALLS","10/09/2016 08:37:14 PM",0.00451294726315087
"997","1505445",7.41111691243123e-314,9.95674501182646e-315,"430","MOTOR VEHICLE COLLISION","TRAFFIC RELATED CALLS","MOTOR VEHICLE COLLISION INVESTIGATION","08/03/2015 05:28:00 PM","15 AV NE / NE PACIFIC ST","U","U2","5302.2015",-122.312467032,47.652973521,"(47.652973521, -122.312467032)","MOTOR VEHICLE COLLISION WITH INJURIES - PRIORITY 1","MOTOR VEHICLE COLLISION INVESTIGATION","TRAFFIC RELATED CALLS","08/03/2015 03:30:00 PM",0.00493282477516561
"998","1521677",7.41112678386284e-314,9.9568437261425e-315,"280","SUSPICIOUS PERSON","SUSPICIOUS CIRCUMSTANCES","SUSPICIOUS CIRCUMSTANCES","08/18/2015 12:28:00 PM","UNIVERSITY WY NE / NE 40 ST","U","U2","5302.2000",-122.313285465,47.655351163,"(47.655351163, -122.313285465)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT","SUSPICIOUS CIRCUMSTANCES","SUSPICIOUS CIRCUMSTANCES","",0.00530771159925812
"999","1506056",7.411117317071e-314,9.9567490582241e-315,"372","PROPERTY - FOUND (FOLLOW UP TO SPD CASE)","PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND","08/04/2015 09:45:00 AM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4001",-122.313226593,47.657574536,"(47.657574536, -122.313226593)","PROPERTY - FOUND","PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND","08/04/2015 08:20:00 AM",0.00582128419551373
"1000","1506367",7.4111175715148e-314,9.95675160266217e-315,"065","THEFT - MISCELLANEOUS","THEFT","OTHER PROPERTY","08/04/2015 03:39:00 PM","UNIVERSITY WY NE / NE 41 ST","U","U2","5301.4000",-122.313246462,47.656832346,"(47.656832346, -122.313246462)","SECONDARY - THEFT (NOT SHOPLIFT OR SERVICES)","OTHER PROPERTY","THEFT","",0.00555712318534985
"1001","1508825",7.41111898602475e-314,9.95676574776161e-315,"430","MOTOR VEHICLE COLLISION","TRAFFIC RELATED CALLS","MOTOR VEHICLE COLLISION INVESTIGATION","08/06/2015 06:36:00 PM","NE PACIFIC PL / MONTLAKE BV NE","U","U2","5302.3054",-122.303907725,47.65108272,"(47.65108272, -122.303907725)","TRU- MOTOR VEHICLE COLLISION, HIT AND RUN AFTER THE FACT","MOTOR VEHICLE COLLISION INVESTIGATION","TRAFFIC RELATED CALLS","",0.00568196483656684
"1002","1513438",7.41112182492595e-314,9.95679413677362e-315,"280","SUSPICIOUS PERSON","SUSPICIOUS CIRCUMSTANCES","SUSPICIOUS CIRCUMSTANCES","08/10/2015 10:27:00 PM","UNIVERSITY WY NE / NE PACIFIC ST","U","U2","5302.2009",-122.313335386,47.653398215,"(47.653398215, -122.313335386)","HAZ - POTENTIAL THRT TO PHYS SAFETY (NO HAZMAT)","HAZARDS","HAZARDS","",0.00559411544851328
"1003","1513408",7.41112162087684e-314,9.95679209628251e-315,"280","SUSPICIOUS PERSON","SUSPICIOUS CIRCUMSTANCES","SUSPICIOUS CIRCUMSTANCES","08/10/2015 09:55:00 PM","UNIVERSITY WY NE / NE 40 ST","U","U2","5302.2000",-122.313285465,47.655351163,"(47.655351163, -122.313285465)","DISTURBANCE, MISCELLANEOUS/OTHER","DISTURBANCES","DISTURBANCES","",0.00530771159925812
"1004","1862470",7.90524046770683e-314,9.96226476262836e-315,"430","MOTOR VEHICLE COLLISION","TRAFFIC RELATED CALLS","MOTOR VEHICLE COLLISION INVESTIGATION","10/24/2016 07:19:52 PM","15 AV NE / NE 41 ST","U","U2","5301.4000",-122.31211,47.65682,"(47.65682, -122.31211)","MOTOR VEHICLE COLLISION, BLOCKING","MOTOR VEHICLE COLLISION INVESTIGATION","TRAFFIC RELATED CALLS","10/24/2016 11:53:17 AM",0.00449162030898405
"1005","1526128",7.41112940932768e-314,9.95686998079092e-315,"031","STRONG ARM ROBBERY","ROBBERY","ROBBERY","08/22/2015 11:05:00 AM","19XX BLOCK OF NE PACIFIC ST","U","U2","5302.2019",-122.309118318,47.651301388,"(47.651301388, -122.309118318)","ROBBERY (INCLUDES STRONG ARM)","ROBBERY","ROBBERY","08/22/2015 09:57:00 AM",0.00390411957496965
"1006","1610714",7.41118212909648e-314,9.95739717847897e-315,"460","TRAFFIC (MOVING) VIOLATION","TRAFFIC RELATED CALLS","TRAFFIC RELATED CALLS","11/15/2015 08:57:58 PM","40XX BLOCK OF UNIVERSITY WY NE","U","U2","5302.1010",-122.31328,47.65567,"(47.65567, -122.31328)","TRAFFIC STOP - OFFICER INITIATED ONVIEW","TRAFFIC RELATED CALLS","TRAFFIC RELATED CALLS","11/15/2015 08:40:46 PM",0.00533059780888578
"1007","1528322",7.41113067067727e-314,9.95688259428685e-315,"350","HAZARDS","HAZARDS","HAZARDS","08/24/2015 12:50:00 PM","15 AV NE / NE CAMPUS PY","U","U2","5302.1009",-122.312128789,47.656205238,"(47.656205238, -122.312128789)","WIRES DOWN (PHONE, ELECTRICAL,ETC.)","HAZARDS","HAZARDS","",0.00430312220012201
"1008","1529130",7.41113100614785e-314,9.95688594899259e-315,"430","MOTOR VEHICLE COLLISION","TRAFFIC RELATED CALLS","MOTOR VEHICLE COLLISION INVESTIGATION","08/25/2015 03:23:00 AM","19XX BLOCK OF NE PACIFIC ST","U","U2","5302.2019",-122.309118318,47.651301388,"(47.651301388, -122.309118318)","MOTOR VEHICLE COLLISION WITH INJURIES - PRIORITY 1","MOTOR VEHICLE COLLISION INVESTIGATION","TRAFFIC RELATED CALLS","08/24/2015 07:44:00 PM",0.00390411957496965
"1009","1887710",7.90526312950987e-314,9.96249138065879e-315,"161","TRESPASS","TRESPASS","TRESPASS","11/30/2016 06:36:51 AM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4001",-122.313225,47.657574,"(47.657574, -122.313225)","DISTURBANCE, MISCELLANEOUS/OTHER","DISTURBANCES","DISTURBANCES","",0.00581961682587908
"1010","1529657",7.41113146612296e-314,9.95689054874375e-315,"065","THEFT - MISCELLANEOUS","THEFT","OTHER PROPERTY","08/25/2015 05:00:00 PM","UNIVERSITY WY NE / NE 41 ST","U","U2","5301.4000",-122.313246462,47.656832346,"(47.656832346, -122.313246462)","THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS)","OTHER PROPERTY","THEFT","08/25/2015 03:28:00 PM",0.00555712318534985
"1011","1530120",7.4111317215549e-314,9.95689310306314e-315,"372","PROPERTY - FOUND (FOLLOW UP TO SPD CASE)","PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND","08/26/2015 02:12:00 AM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4001",-122.313226593,47.657574536,"(47.657574536, -122.313226593)","PROPERTY - FOUND","PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND","08/26/2015 12:34:00 AM",0.00582128419551373
"1012","1530522",7.41113193943785e-314,9.95689528189264e-315,"280","SUSPICIOUS PERSON","SUSPICIOUS CIRCUMSTANCES","SUSPICIOUS CIRCUMSTANCES","08/26/2015 01:53:00 PM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4000",-122.313226593,47.657574536,"(47.657574536, -122.313226593)","THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING)","THREATS, HARASSMENT","THREATS, HARASSMENT","08/26/2015 11:47:00 AM",0.00582128419551373
"1013","1530846",7.41113218449441e-314,9.95689773245824e-315,"040","ASSAULTS, OTHER","ASSAULTS","ASSAULTS","08/26/2015 07:15:00 PM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4000",-122.313226593,47.657574536,"(47.657574536, -122.313226593)","ASLT - WITH OR W/O WEAPONS (NO SHOOTINGS)","ASSAULTS","ASSAULTS","",0.00582128419551373
"1014","1611657",7.4111826854144e-314,9.95740274165814e-315,"161","TRESPASS","TRESPASS","TRESPASS","11/16/2015 07:50:45 PM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4001",-122.313225,47.657574,"(47.657574, -122.313225)","TRESPASS","TRESPASS","TRESPASS","",0.00581961682587908
"1015","1634541",7.41120203549542e-314,9.95759624246833e-315,"250","MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF","12/20/2015 11:53:15 AM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4001",-122.313225,47.657574,"(47.657574, -122.313225)","NUISANCE - MISCHIEF","MISCELLANEOUS MISDEMEANORS","MISCELLANEOUS MISDEMEANORS","",0.00581961682587908
"1016","1533206",7.41113372746142e-314,9.95691316212836e-315,"460","TRAFFIC (MOVING) VIOLATION","TRAFFIC RELATED CALLS","TRAFFIC RELATED CALLS","08/28/2015 11:45:00 PM","19XX BLOCK OF NE PACIFIC ST","U","U2","5302.2019",-122.309118318,47.651301388,"(47.651301388, -122.309118318)","MOTOR VEHICLE COLLISION, REPORT ONLY - NON INJURY/NON BLOCKING","MOTOR VEHICLE COLLISION INVESTIGATION","TRAFFIC RELATED CALLS","",0.00390411957496965
"1017","1535255",7.41113485985988e-314,9.95692448611297e-315,"160","PROWLER","PROWLER","PROWLER","08/30/2015 08:46:00 PM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4001",-122.313226593,47.657574536,"(47.657574536, -122.313226593)","NUISANCE - MISCHIEF","MISCELLANEOUS MISDEMEANORS","MISCELLANEOUS MISDEMEANORS","",0.00582128419551373
"1018","1612294",7.41118324173232e-314,9.95740830483731e-315,"071","AUTO THEFT","AUTO THEFTS","AUTO THEFTS","11/17/2015 05:35:21 PM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4001",-122.313225,47.657574,"(47.657574, -122.313225)","AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY","AUTO THEFTS","AUTO RECOVERIES","",0.00581961682587908
"1019","1814402",7.90519977794243e-314,9.96185786498441e-315,"177","LIQUOR VIOLATION - INTOXICATED PERSON","LIQUOR VIOLATIONS","LIQUOR VIOLATIONS","08/21/2016 05:59:25 PM","MONTLAKE BV NE / NE WAHKIAKUM LN","U","U3","5302.3042",-122.30233,47.65499,"(47.65499, -122.30233)","HAZ - POTENTIAL THRT TO PHYS SAFETY (NO HAZMAT)","HAZARDS","HAZARDS","",0.00565720363784023
"1020","1538098",7.41113661626325e-314,9.95694205014667e-315,"161","TRESPASS","TRESPASS","TRESPASS","09/02/2015 03:12:00 PM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4001",-122.313226593,47.657574536,"(47.657574536, -122.313226593)","NUISANCE - MISCHIEF","MISCELLANEOUS MISDEMEANORS","MISCELLANEOUS MISDEMEANORS","",0.00582128419551373
"1021","1814392",7.90519973792312e-314,9.96185746479124e-315,"065","THEFT - MISCELLANEOUS","THEFT","OTHER PROPERTY","08/21/2016 05:30:02 PM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4000",-122.313225,47.657574,"(47.657574, -122.313225)","THEFT OF SERVICES","OTHER PROPERTY","THEFT","08/21/2016 04:35:04 PM",0.00581961682587908
"1022","1540785",7.41113828225261e-314,9.95695871004025e-315,"430","MOTOR VEHICLE COLLISION","TRAFFIC RELATED CALLS","MOTOR VEHICLE COLLISION INVESTIGATION","09/05/2015 01:22:00 AM","NE 42 ST / 15 AV NE","U","U2","5301.4000",-122.312074761,47.658300822,"(47.658300822, -122.312074761)","MOTOR VEHICLE COLLISION, UNKNOWN INJURIES","MOTOR VEHICLE COLLISION INVESTIGATION","TRAFFIC RELATED CALLS","09/04/2015 11:02:00 PM",0.00523027699045603
"1023","1542126",7.41113913352772e-314,9.95696722279133e-315,"161","TRESPASS","TRESPASS","TRESPASS","09/06/2015 12:25:00 PM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4001",-122.313226593,47.657574536,"(47.657574536, -122.313226593)","NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)","NARCOTICS COMPLAINTS","NARCOTICS COMPLAINTS","",0.00582128419551373
"1024","1542413",7.41113930546256e-314,9.95696894213978e-315,"245","DISTURBANCE, OTHER","DISTURBANCES","DISTURBANCES","09/06/2015 06:00:00 PM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4001",-122.313226593,47.657574536,"(47.657574536, -122.313226593)","DISTURBANCE, MISCELLANEOUS/OTHER","DISTURBANCES","DISTURBANCES","",0.00582128419551373
"1025","1542989",7.41113961524172e-314,9.95697203993138e-315,"280","SUSPICIOUS PERSON","SUSPICIOUS CIRCUMSTANCES","SUSPICIOUS CIRCUMSTANCES","09/07/2015 12:30:00 PM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4001",-122.313226593,47.657574536,"(47.657574536, -122.313226593)","ASLT - WITH OR W/O WEAPONS (NO SHOOTINGS)","ASSAULTS","ASSAULTS","",0.00582128419551373
"1026","1631511",7.41119928354977e-314,9.95756872301186e-315,"065","THEFT - MISCELLANEOUS","THEFT","OTHER PROPERTY","12/15/2015 11:15:49 PM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4001",-122.313225,47.657574,"(47.657574, -122.313225)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT","SUSPICIOUS CIRCUMSTANCES","SUSPICIOUS CIRCUMSTANCES","12/15/2015 03:32:07 PM",0.00581961682587908
"1027","1547539",7.41114192895114e-314,9.95699517702557e-315,"460","TRAFFIC (MOVING) VIOLATION","TRAFFIC RELATED CALLS","TRAFFIC RELATED CALLS","09/11/2015 01:04:00 AM","43XX BLOCK OF MEMORIAL WY NE","U","U2","5302.3017",-122.309730533,47.660512745,"(47.660512745, -122.309730533)","TRAFFIC STOP - OFFICER INITIATED ONVIEW","TRAFFIC RELATED CALLS","TRAFFIC RELATED CALLS","09/11/2015 12:57:00 AM",0.00574567142613955
"1028","1548437",7.41114286668774e-314,9.95700455439153e-315,"430","MOTOR VEHICLE COLLISION","TRAFFIC RELATED CALLS","MOTOR VEHICLE COLLISION INVESTIGATION","09/12/2015 02:04:00 PM","38XX BLOCK OF MONTLAKE BV NE","U","U3","5302.3006",-122.302931725,47.653002027,"(47.653002027, -122.302931725)","MOTOR VEHICLE COLLISION WITH INJURIES - PRIORITY 1","MOTOR VEHICLE COLLISION INVESTIGATION","TRAFFIC RELATED CALLS","09/12/2015 11:46:00 AM",0.00544986159295662
"1029","1615031",7.41118563202191e-314,9.95743220773326e-315,"202","ALACAD - COMMERCIAL PANIC (FALSE)","PANIC ALACAD (FALSE)","FALSE ALACAD","11/21/2015 10:04:31 AM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4001",-122.313225,47.657574,"(47.657574, -122.313225)","ALARM - COMM, HOLD-UP/PANIC (EXCEPT BANKS)","ALACAD","SUSPICIOUS CIRCUMSTANCES","11/21/2015 09:12:24 AM",0.00581961682587908
"1030","1549380",7.41114342547598e-314,9.95701014227398e-315,"220","CRISIS COMPLAINT - GENERAL","CRISIS CALL","BEHAVIORAL HEALTH","09/13/2015 09:07:00 AM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4000",-122.313226593,47.657574536,"(47.657574536, -122.313226593)","BURG - IP/JO - COMM BURG (INCLUDES SCHOOLS)","BURGLARY","COMMERCIAL BURGLARIES","09/13/2015 06:50:00 AM",0.00582128419551373
"1031","1549583",7.4111435949405e-314,9.95701183691915e-315,"170","RECKLESS ENDANGERMENT, LITTERING, PARKS CODE VIOLATIONS","MISCELLANEOUS MISDEMEANORS","MISCELLANEOUS MISDEMEANORS","09/13/2015 03:23:00 PM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4001",-122.313226593,47.657574536,"(47.657574536, -122.313226593)","SUSPICIOUS STOP - OFFICER INITIATED ONVIEW","SUSPICIOUS CIRCUMSTANCES","SUSPICIOUS CIRCUMSTANCES","",0.00582128419551373
"1032","1870715",7.90524810744391e-314,9.96234115999918e-315,"245","DISTURBANCE, OTHER","DISTURBANCES","DISTURBANCES","11/04/2016 11:44:58 PM","BURKE GILMAN TL / 15 AV NE","U","U2","5302.2015",-122.31247,47.652973,"(47.652973, -122.31247)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT","SUSPICIOUS CIRCUMSTANCES","SUSPICIOUS CIRCUMSTANCES","",0.00493573844526285
"1033","1615768",7.41118698922024e-314,9.95744577971655e-315,"440","MOTORIST ASSIST","TRAFFIC RELATED CALLS","TRAFFIC RELATED CALLS","11/23/2015 06:33:10 PM","38XX BLOCK OF MONTLAKE BV NE","U","U3","5302.3006",-122.30293,47.653004,"(47.653004, -122.30293)","TRAFFIC - BLOCKING ROADWAY","TRAFFIC RELATED CALLS","TRAFFIC RELATED CALLS","11/23/2015 05:36:36 PM",0.00545072518110338
"1034","1551691",7.41114484196219e-314,9.95702430713605e-315,"415","BLOCKING VEHICLE","TRAFFIC RELATED CALLS","TRAFFIC RELATED CALLS","09/15/2015 06:35:00 PM","UNIVERSITY WY NE / NE PACIFIC ST","U","U2","5302.2009",-122.313335386,47.653398215,"(47.653398215, -122.313335386)","TRAFFIC - BLOCKING ROADWAY","TRAFFIC RELATED CALLS","TRAFFIC RELATED CALLS","",0.00559411544851328
"1035","1801359",7.90518850385846e-314,9.96174512414469e-315,"280","SUSPICIOUS PERSON","SUSPICIOUS CIRCUMSTANCES","SUSPICIOUS CIRCUMSTANCES","08/03/2016 11:34:22 PM","UNIVERSITY WY NE / NE 41 ST","U","U2","5301.4000",-122.31325,47.656834,"(47.656834, -122.31325)","PANHANDLING, AGGRESSIVE","DISTURBANCES","DISTURBANCES","",0.00556100575435904
"1036","1615909",7.41118667845295e-314,9.95744267204364e-315,"460","TRAFFIC (MOVING) VIOLATION","TRAFFIC RELATED CALLS","TRAFFIC RELATED CALLS","11/23/2015 09:09:25 AM","15 AV NE / NE 40 ST","U","U2","5302.2000",-122.31215,47.65534,"(47.65534, -122.31215)","TRAFFIC - MOVING VIOLATION","TRAFFIC RELATED CALLS","PARKING VIOLATIONS","",0.00417393974561786
"1037","1615941",7.41118667104197e-314,9.95744259793379e-315,"372","PROPERTY - FOUND (FOLLOW UP TO SPD CASE)","PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND","11/23/2015 11:22:25 AM","15 AV NE / NE PACIFIC ST","U","U2","5302.2015",-122.31247,47.652973,"(47.652973, -122.31247)","PROPERTY - FOUND","PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND","11/23/2015 08:26:53 AM",0.00493573844526285
